0:00:00.062486: Frequency: 2.942726775082116e-44, Amplitude: 1.401298464324817e-44, Offset: 89.99984741210938, Phase Shift: 0.0, Phase: 253.05252075195312
0:10:09.845495: Frequency: 0.05136386677622795, Amplitude: 2.8425902211155324e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.686279296875
0:10:09.923610: Frequency: 0.04948052391409874, Amplitude: 2.636027813498752e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.7099609375
0:10:10.017363: Frequency: 0.047375619411468506, Amplitude: 2.41417967967594e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.7364501953125
0:10:10.142362: Frequency: 0.04440777748823166, Amplitude: 2.118156406439262e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.7738037109375
0:10:10.221002: Frequency: 0.042562223970890045, Amplitude: 1.9439655687113862e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.7969970703125
0:10:10.314764: Frequency: 0.040710076689720154, Amplitude: 1.7766581419158516e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.8203125
0:10:10.392906: Frequency: 0.03917742148041725, Amplitude: 1.6441336750243011e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.839599609375
0:10:10.518737: Frequency: 0.03677944839000702, Amplitude: 1.4470543852302359e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.8697509765625
0:10:10.596847: Frequency: 0.03517895191907883, Amplitude: 1.3225150839656946e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.8897705078125
0:10:10.674961: Frequency: 0.03369971364736557, Amplitude: 1.2124871630426198e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.908447265625
0:10:10.801066: Frequency: 0.03181470185518265, Amplitude: 1.0793938327750964e-22, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.93212890625
0:10:10.879739: Frequency: 0.03049250692129135, Amplitude: 9.906277327316452e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.94873046875
0:10:10.957872: Frequency: 0.029359526932239532, Amplitude: 9.176937555116176e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.962890625
0:10:11.035986: Frequency: 0.028124958276748657, Amplitude: 8.413416124348311e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1393.9783935546875
0:10:11.176881: Frequency: 0.02634960226714611, Amplitude: 7.374061589460867e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.000732421875
0:10:11.239530: Frequency: 0.025370478630065918, Amplitude: 6.83106527811445e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.0130615234375
0:10:11.333293: Frequency: 0.02430368959903717, Amplitude: 6.262761677839819e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.0264892578125
0:10:11.458693: Frequency: 0.02283942699432373, Amplitude: 5.523575028276213e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.044921875
0:10:11.536830: Frequency: 0.021990805864334106, Amplitude: 5.116907449759556e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.0556640625
0:10:11.614949: Frequency: 0.021066125482320786, Amplitude: 4.691211599575883e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.0673828125
0:10:11.709035: Frequency: 0.020159713923931122, Amplitude: 4.291952056047976e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.078857421875
0:10:11.818567: Frequency: 0.01895478554069996, Amplitude: 3.789321126132994e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.0941162109375
0:10:11.896695: Frequency: 0.018250444903969765, Amplitude: 3.510290610992373e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.10302734375
0:10:11.974823: Frequency: 0.01750090718269348, Amplitude: 3.2249813941349173e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.1124267578125
0:10:12.099821: Frequency: 0.01643809862434864, Amplitude: 2.841368748889888e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.1258544921875
0:10:12.193590: Frequency: 0.01573081687092781, Amplitude: 2.5995454894327406e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.134765625
0:10:12.271697: Frequency: 0.015084751881659031, Amplitude: 2.388254460223448e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.1429443359375
0:10:12.396700: Frequency: 0.014219164848327637, Amplitude: 2.119444900287414e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.15380859375
0:10:12.474699: Frequency: 0.013621263206005096, Amplitude: 1.9431155553087924e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.1612548828125
0:10:12.553367: Frequency: 0.013121815398335457, Amplitude: 1.801915133072749e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.16748046875
0:10:12.631488: Frequency: 0.012570043094456196, Amplitude: 1.6519957467956596e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.17431640625
0:10:12.740898: Frequency: 0.011848827823996544, Amplitude: 1.4660937325043622e-23, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.183349609375
0:10:12.819019: Frequency: 0.011362195946276188, Amplitude: 0.2438400238752365, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.189453125
0:10:12.913170: Frequency: 0.010873314924538136, Amplitude: 1.4997073411941528, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.1956787109375
0:10:13.038688: Frequency: 0.010207789950072765, Amplitude: 4.436441898345947, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2039794921875
0:10:13.133317: Frequency: 0.009788556024432182, Amplitude: 6.758087635040283, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2093505859375
0:10:13.211600: Frequency: 0.009372162632644176, Amplitude: 9.808026313781738, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.214599609375
0:10:13.289730: Frequency: 0.008996427990496159, Amplitude: 13.077104568481445, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.21923828125
0:10:13.385281: Frequency: 0.008544942364096642, Amplitude: 18.204790115356445, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.224853515625
0:10:13.477736: Frequency: 0.008173047564923763, Amplitude: 22.835966110229492, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2296142578125
0:10:13.618352: Frequency: 0.007661047391593456, Amplitude: 29.23224639892578, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2362060546875
0:10:13.697026: Frequency: 0.007342660333961248, Amplitude: 33.40723419189453, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.240234375
0:10:13.775446: Frequency: 0.007069854997098446, Amplitude: 37.20518493652344, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.24365234375
0:10:13.900444: Frequency: 0.0066405110992491245, Amplitude: 43.48514938354492, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2490234375
0:10:13.978568: Frequency: 0.006397058255970478, Amplitude: 46.864315032958984, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2520751953125
0:10:14.056695: Frequency: 0.006124935112893581, Amplitude: 50.4943962097168, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2554931640625
0:10:14.182578: Frequency: 0.005764733999967575, Amplitude: 55.048126220703125, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.260009765625
0:10:14.245899: Frequency: 0.0055533600971102715, Amplitude: 57.587974548339844, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2626953125
0:10:14.324021: Frequency: 0.0053171273320913315, Amplitude: 60.315608978271484, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.265625
0:10:14.402926: Frequency: 0.005122165195643902, Amplitude: 62.47268295288086, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.26806640625
0:10:14.528103: Frequency: 0.004803743213415146, Amplitude: 65.82274627685547, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2720947265625
0:10:14.606209: Frequency: 0.004620542749762535, Amplitude: 67.64928436279297, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2744140625
0:10:14.685689: Frequency: 0.004433042369782925, Amplitude: 69.44447326660156, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.27685546875
0:10:14.810336: Frequency: 0.004168086685240269, Amplitude: 71.85167694091797, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2802734375
0:10:14.904103: Frequency: 0.003988746553659439, Amplitude: 73.39624786376953, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.282470703125
0:10:14.997876: Frequency: 0.0038190700579434633, Amplitude: 74.79354095458984, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2845458984375
0:10:15.075850: Frequency: 0.0036547468043863773, Amplitude: 76.08773040771484, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2864990234375
0:10:15.170313: Frequency: 0.0034974939189851284, Amplitude: 77.27177429199219, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2884521484375
0:10:15.295322: Frequency: 0.003283415688201785, Amplitude: 78.79753112792969, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2911376953125
0:10:15.373304: Frequency: 0.003140534507110715, Amplitude: 79.76166534423828, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2928466796875
0:10:15.468033: Frequency: 0.0030023353174328804, Amplitude: 80.65260314941406, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2945556640625
0:10:15.546731: Frequency: 0.0028804983012378216, Amplitude: 81.40341186523438, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.296142578125
0:10:15.624859: Frequency: 0.002755149733275175, Amplitude: 82.14328002929688, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2977294921875
0:10:15.718590: Frequency: 0.0026379490736871958, Amplitude: 82.8044662475586, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.2991943359375
0:10:15.844145: Frequency: 0.0024726910050958395, Amplitude: 83.68681335449219, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3011474609375
0:10:15.938347: Frequency: 0.0023650869261473417, Amplitude: 84.23017883300781, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.302490234375
0:10:16.016633: Frequency: 0.0022667963057756424, Amplitude: 84.70466613769531, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3037109375
0:10:16.094750: Frequency: 0.0021703713573515415, Amplitude: 85.15027618408203, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.304931640625
0:10:16.204985: Frequency: 0.002074863063171506, Amplitude: 85.57231140136719, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.30615234375
0:10:16.315003: Frequency: 0.0019419019808992743, Amplitude: 86.12741088867188, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3077392578125
0:10:16.393569: Frequency: 0.0018602468771860003, Amplitude: 86.44959259033203, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3087158203125
0:10:16.487314: Frequency: 0.0017811143770813942, Amplitude: 86.74837493896484, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3096923828125
0:10:16.581716: Frequency: 0.0017070913454517722, Amplitude: 86.52235412597656, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3106689453125
0:10:16.659838: Frequency: 0.0016328050987794995, Amplitude: 85.61675262451172, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3116455078125
0:10:16.753601: Frequency: 0.0015617519384250045, Amplitude: 82.55142974853516, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3126220703125
0:10:16.879048: Frequency: 0.001467656227760017, Amplitude: 74.10588836669922, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3138427734375
0:10:16.972801: Frequency: 0.0014045030111446977, Amplitude: 67.7979965209961, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.314697265625
0:10:17.050933: Frequency: 0.0013454436557367444, Amplitude: 62.157203674316406, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3154296875
0:10:17.144689: Frequency: 0.0012868923367932439, Amplitude: 56.80714416503906, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.316162109375
0:10:17.222805: Frequency: 0.001230890629813075, Amplitude: 51.91786575317383, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.31689453125
0:10:17.363423: Frequency: 0.001152602955698967, Amplitude: 45.4566764831543, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3179931640625
0:10:17.441558: Frequency: 0.0011041359975934029, Amplitude: 41.674678802490234, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.318603515625
0:10:17.535314: Frequency: 0.0010571674210950732, Amplitude: 38.167545318603516, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3192138671875
0:10:17.613415: Frequency: 0.0010111626470461488, Amplitude: 34.88254165649414, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.31982421875
0:10:17.707051: Frequency: 0.0009676548652350903, Amplitude: 31.91368865966797, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.3203125
0:10:17.911759: Frequency: 0.0008693384006619453, Amplitude: 25.69754981994629, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.321533203125
0:10:18.005523: Frequency: 0.0008323578513227403, Amplitude: 23.53497314453125, Offset: 90.0001449584961, Phase Shift: 4.187249660491943, Phase: 1394.322021484375
0:10:18.083654: Frequency: 0.000796136970166117, Amplitude: 21.509458541870117, Offset: 89.95661926269531, Phase Shift: 4.187249660491943, Phase: 1394.322509765625
0:10:18.161779: Frequency: 0.0007630495238117874, Amplitude: 19.740520477294922, Offset: 89.91686248779297, Phase Shift: 4.187249660491943, Phase: 1394.322998046875
0:10:18.255503: Frequency: 0.0007298429263755679, Amplitude: 18.041393280029297, Offset: 89.57233428955078, Phase Shift: 4.187249660491943, Phase: 1394.323486328125
0:10:18.396145: Frequency: 0.0006834233063273132, Amplitude: 15.79615306854248, Offset: 88.8363037109375, Phase Shift: 4.187249660491943, Phase: 1394.32421875
0:10:18.474289: Frequency: 0.000653683440759778, Amplitude: 14.43667221069336, Offset: 88.23420715332031, Phase Shift: 4.187249660491943, Phase: 1394.32470703125
0:10:18.552411: Frequency: 0.0006245979457162321, Amplitude: 13.166547775268555, Offset: 87.55636596679688, Phase Shift: 4.187249660491943, Phase: 1394.3250732421875
0:10:18.646698: Frequency: 0.0005980275454930961, Amplitude: 12.058450698852539, Offset: 86.68190002441406, Phase Shift: 4.187249660491943, Phase: 1394.3253173828125
0:10:18.741383: Frequency: 0.0005722952773794532, Amplitude: 11.032108306884766, Offset: 84.50112915039062, Phase Shift: 4.187249660491943, Phase: 1394.3255615234375
0:10:18.835002: Frequency: 0.0005473911296576262, Amplitude: 10.082630157470703, Offset: 80.86747741699219, Phase Shift: 4.187249660491943, Phase: 1394.3258056640625
0:10:18.960725: Frequency: 0.0005128368502482772, Amplitude: 8.837010383605957, Offset: 75.76268768310547, Phase Shift: 4.187249660491943, Phase: 1394.326171875
0:10:19.038839: Frequency: 0.0004915226600132883, Amplitude: 8.110210418701172, Offset: 72.61389923095703, Phase Shift: 4.187249660491943, Phase: 1394.326416015625
0:10:19.132602: Frequency: 0.0004696524702012539, Amplitude: 7.396682262420654, Offset: 69.3829574584961, Phase Shift: 4.187249660491943, Phase: 1394.32666015625
0:10:19.226356: Frequency: 0.0004494447202887386, Amplitude: 6.767165184020996, Offset: 66.39761352539062, Phase Shift: 4.187249660491943, Phase: 1394.326904296875
0:10:19.304469: Frequency: 0.0004318588471505791, Amplitude: 6.242628574371338, Offset: 63.79960632324219, Phase Shift: 4.187249660491943, Phase: 1394.3271484375
0:10:19.382615: Frequency: 0.00041327596409246325, Amplitude: 5.71125602722168, Offset: 61.0543098449707, Phase Shift: 4.187249660491943, Phase: 1394.327392578125
0:10:19.508256: Frequency: 0.00038738592411391437, Amplitude: 5.010927677154541, Offset: 57.2295036315918, Phase Shift: 4.187249660491943, Phase: 1394.3277587890625
0:10:19.603168: Frequency: 0.00037052843254059553, Amplitude: 4.579667091369629, Offset: 54.739105224609375, Phase Shift: 4.187249660491943, Phase: 1394.3280029296875
0:10:19.681286: Frequency: 0.0003553108253981918, Amplitude: 4.207431793212891, Offset: 52.490970611572266, Phase Shift: 4.187249660491943, Phase: 1394.3282470703125
0:10:19.775038: Frequency: 0.0003400223213247955, Amplitude: 3.849320411682129, Offset: 50.232364654541016, Phase Shift: 4.187249660491943, Phase: 1394.3284912109375
0:10:19.853185: Frequency: 0.00032539202948100865, Amplitude: 3.52170467376709, Offset: 48.07099151611328, Phase Shift: 4.187249660491943, Phase: 1394.3287353515625
0:10:19.993798: Frequency: 0.0003051637322641909, Amplitude: 3.093107223510742, Offset: 45.082611083984375, Phase Shift: 4.187249660491943, Phase: 1394.3291015625
0:10:20.071913: Frequency: 0.00029203345184214413, Amplitude: 2.8298590183258057, Offset: 43.14284133911133, Phase Shift: 4.187249660491943, Phase: 1394.329345703125
0:10:20.165672: Frequency: 0.00027918253908865154, Amplitude: 2.583604574203491, Offset: 41.24433898925781, Phase Shift: 4.187249660491943, Phase: 1394.32958984375
0:10:20.243808: Frequency: 0.0002668967063073069, Amplitude: 2.3587636947631836, Offset: 39.4293212890625, Phase Shift: 4.187249660491943, Phase: 1394.329833984375
0:10:20.337540: Frequency: 0.0002556739782448858, Amplitude: 2.1625239849090576, Offset: 37.77135467529297, Phase Shift: 4.187249660491943, Phase: 1394.330078125
0:10:20.431293: Frequency: 0.0002442978147882968, Amplitude: 1.9722673892974854, Offset: 36.090728759765625, Phase Shift: 4.187249660491943, Phase: 1394.330322265625
0:10:20.556293: Frequency: 0.00022899368195794523, Amplitude: 1.7304270267486572, Offset: 33.82980728149414, Phase Shift: 4.187249660491943, Phase: 1394.33056640625
0:10:20.650042: Frequency: 0.00021869296324439347, Amplitude: 1.5765401124954224, Offset: 32.30805969238281, Phase Shift: 4.187249660491943, Phase: 1394.330810546875
0:10:20.728160: Frequency: 0.0002098182449117303, Amplitude: 1.449907660484314, Offset: 30.996973037719727, Phase Shift: 4.187249660491943, Phase: 1394.330810546875
0:10:20.806316: Frequency: 0.00020068732555955648, Amplitude: 1.325109839439392, Offset: 29.648038864135742, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:20.900035: Frequency: 0.00019215008069295436, Amplitude: 1.2135885953903198, Offset: 28.386810302734375, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:20.993801: Frequency: 0.00018397602252662182, Amplitude: 1.1114529371261597, Offset: 27.179235458374023, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.071908: Frequency: 0.000175698398379609, Amplitude: 1.012564778327942, Offset: 25.956361770629883, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.212542: Frequency: 0.000164607452461496, Amplitude: 0.8874733448028564, Offset: 24.317869186401367, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.290669: Frequency: 0.00015736390196252614, Amplitude: 0.8102453947067261, Offset: 23.24776268005371, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.384421: Frequency: 0.00015051590162329376, Amplitude: 0.7405091524124146, Offset: 22.2360897064209, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.478164: Frequency: 0.00014389223360922188, Amplitude: 0.6760656237602234, Offset: 21.257556915283203, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.556881: Frequency: 0.0001378415763610974, Amplitude: 0.6198169589042664, Offset: 20.363677978515625, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.634864: Frequency: 0.00013204547576606274, Amplitude: 0.5682506561279297, Offset: 19.507404327392578, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.761094: Frequency: 0.00012396292004268616, Amplitude: 0.5001300573348999, Offset: 18.3133487701416, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.854717: Frequency: 0.00011844734399346635, Amplitude: 0.45613113045692444, Offset: 17.498519897460938, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:21.918344: Frequency: 0.00011404595716157928, Amplitude: 0.4225434362888336, Offset: 16.848291397094727, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.012775: Frequency: 0.00010919444321189076, Amplitude: 0.3869822025299072, Offset: 16.13156509399414, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.106968: Frequency: 0.00010438934259582311, Amplitude: 0.35330700874328613, Offset: 15.421695709228516, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.185123: Frequency: 9.989777754526585e-05, Amplitude: 0.32323774695396423, Offset: 14.758146286010742, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.310192: Frequency: 9.373514330945909e-05, Amplitude: 0.28419238328933716, Offset: 13.847723960876465, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.403872: Frequency: 8.970195631263778e-05, Amplitude: 0.26000478863716125, Offset: 13.251891136169434, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.497610: Frequency: 8.58861458254978e-05, Amplitude: 0.2381240874528885, Offset: 12.688172340393066, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.575738: Frequency: 8.227476064348593e-05, Amplitude: 0.21831358969211578, Offset: 12.154653549194336, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.685109: Frequency: 7.759327127132565e-05, Amplitude: 0.19394315779209137, Offset: 11.463045120239258, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.778852: Frequency: 7.429254765156657e-05, Amplitude: 0.17762187123298645, Offset: 10.975421905517578, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.857022: Frequency: 7.102330710040405e-05, Amplitude: 0.16216520965099335, Offset: 10.492448806762695, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:22.950732: Frequency: 6.800206028856337e-05, Amplitude: 0.14851818978786469, Offset: 10.046113014221191, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.044482: Frequency: 6.510925595648587e-05, Amplitude: 0.13601890206336975, Offset: 9.61875057220459, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.153867: Frequency: 6.0999336710665375e-05, Amplitude: 0.11921601742506027, Offset: 9.011582374572754, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.247604: Frequency: 5.840450103278272e-05, Amplitude: 0.10918339341878891, Offset: 8.628240585327148, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.341354: Frequency: 5.5862838053144515e-05, Amplitude: 0.09978565573692322, Offset: 8.252755165100098, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.435105: Frequency: 5.348643026081845e-05, Amplitude: 0.09138769656419754, Offset: 7.9016828536987305, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.513239: Frequency: 5.110662095830776e-05, Amplitude: 0.0833478644490242, Offset: 7.550107479095459, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.606992: Frequency: 4.895758684142493e-05, Amplitude: 0.07641332596540451, Offset: 7.232625484466553, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.731980: Frequency: 4.589049785863608e-05, Amplitude: 0.0670427531003952, Offset: 6.779516696929932, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.810136: Frequency: 4.391596667119302e-05, Amplitude: 0.061336882412433624, Offset: 6.487814426422119, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.903841: Frequency: 4.1983377741416916e-05, Amplitude: 0.05599897727370262, Offset: 6.202308654785156, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:23.997612: Frequency: 4.017689570900984e-05, Amplitude: 0.051232680678367615, Offset: 5.9354329109191895, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.075740: Frequency: 3.844814273179509e-05, Amplitude: 0.046872060745954514, Offset: 5.680039882659912, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.169480: Frequency: 3.67750326404348e-05, Amplitude: 0.042838066816329956, Offset: 5.432867050170898, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.278861: Frequency: 3.4647371649043635e-05, Amplitude: 0.03797789663076401, Offset: 5.118542194366455, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.372614: Frequency: 3.3173473639180884e-05, Amplitude: 0.03478167578577995, Offset: 4.900799751281738, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.450749: Frequency: 3.1746119930176064e-05, Amplitude: 0.03182147815823555, Offset: 4.689932823181152, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.544477: Frequency: 3.0333607355714776e-05, Amplitude: 0.02902195230126381, Offset: 4.481258869171143, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.638230: Frequency: 2.9058079235255718e-05, Amplitude: 0.026607325300574303, Offset: 4.292821884155273, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.763228: Frequency: 2.7251500796410255e-05, Amplitude: 0.023368604481220245, Offset: 4.025931358337402, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.841354: Frequency: 2.6052297471323982e-05, Amplitude: 0.021335067227482796, Offset: 3.8487701416015625, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:24.935107: Frequency: 2.4931332518463023e-05, Amplitude: 0.01951923966407776, Offset: 3.683166980743408, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:25.013226: Frequency: 2.387078529864084e-05, Amplitude: 0.017876598984003067, Offset: 3.526489734649658, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:25.106986: Frequency: 2.2843685655971058e-05, Amplitude: 0.0163551215082407, Offset: 3.374753475189209, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:25.200734: Frequency: 2.1849597032996826e-05, Amplitude: 0.014947469346225262, Offset: 3.2278943061828613, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:25.325733: Frequency: 2.049125214398373e-05, Amplitude: 0.013128221966326237, Offset: 3.0272226333618164, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
0:10:25.403851: Frequency: 1.9609544324339367e-05, Amplitude: 0.012010825797915459, Offset: 2.896965742111206, Phase Shift: 4.187249660491943, Phase: 1394.3309326171875
